bank_id,bank_name,bank_logo,bank_licence,product_name,product_url,rate_min,rate_max,amount_from,amount_to,period_from,period_to,currency,efficient_rate,is_special_offer,is_online_opening_possible,is_partial_withdrawal_possible,is_replenishment_possible,action_title,action_percent,action_link,capitalization,early_termination_method,rates_min,rates_max
192890,Реалист Банк,https://static4.banki.ru/ugc/2a/02/be/28/192890.svg,1067,Выгодный Банки.ру,https://www.banki.ru/products/deposits/deposit/25868/,16.15,16.15,100000,,91,91.0,RUB,16.15,False,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,1.5,https://www.banki.ru/specials/deposits/bonus_k_stavke/,нет,по ставке до востребования,16.15,16.15
192890,Реалист Банк,https://static4.banki.ru/ugc/2a/02/be/28/192890.svg,1067,Выгодный Банки.ру,https://www.banki.ru/products/deposits/deposit/25869/,15.7,15.7,100000,,181,181.0,RUB,15.7,False,True,False,False,,,,нет,по ставке до востребования,15.7,15.7
192890,Реалист Банк,https://static4.banki.ru/ugc/2a/02/be/28/192890.svg,1067,Реально выгодный (для новых денег),https://www.banki.ru/products/deposits/deposit/25657/,16.05,16.05,10000,4999999.0,91,91.0,RUB,16.26,False,True,False,False,,,,по выбору клиента,по ставке до востребования,13.65,16.26
192890,Реалист Банк,https://static4.banki.ru/ugc/2a/02/be/28/192890.svg,1067,Копилка,https://www.banki.ru/products/deposits/deposit/22923/,16.0,16.0,1000,,30,,RUB,16.0,False,False,True,True,,,,по выбору клиента,на льготных условиях,16.0,16.0
192890,Реалист Банк,https://static4.banki.ru/ugc/2a/02/be/28/192890.svg,1067,Кубышка,https://www.banki.ru/products/deposits/deposit/25487/,16.0,16.0,1000,,30,61.0,RUB,16.0,False,False,True,True,,,,по выбору клиента,на льготных условиях,14.0,16.0
192890,Реалист Банк,https://static4.banki.ru/ugc/2a/02/be/28/192890.svg,1067,Реально выгодный,https://www.banki.ru/products/deposits/deposit/25099/,16.0,16.0,10000,4999999.0,91,91.0,RUB,16.21,False,True,False,False,,,,по выбору клиента,по ставке до востребования,13.59,16.21
192890,Реалист Банк,https://static4.banki.ru/ugc/2a/02/be/28/192890.svg,1067,35 празднуем вместе,https://www.banki.ru/products/deposits/deposit/25867/,15.89,15.89,35000,3500000.0,135,135.0,RUB,15.89,False,False,False,True,,,,нет,по ставке до востребования,15.89,15.89
192890,Реалист Банк,https://static4.banki.ru/ugc/2a/02/be/28/192890.svg,1067,Точный прогноз (для новых денег),https://www.banki.ru/products/deposits/deposit/24844/,7.07,7.07,10000,4999999.0,1095,1095.0,RUB,7.07,False,True,False,False,,,,нет,на льготных условиях,7.07,7.07
192890,Реалист Банк,https://static4.banki.ru/ugc/2a/02/be/28/192890.svg,1067,Точный прогноз онлайн,https://www.banki.ru/products/deposits/deposit/25516/,7.05,7.05,10000,4999999.0,1095,1095.0,RUB,7.05,False,True,False,False,,,,нет,на льготных условиях,7.05,7.05
192890,Реалист Банк,https://static4.banki.ru/ugc/2a/02/be/28/192890.svg,1067,Точный прогноз,https://www.banki.ru/products/deposits/deposit/25656/,7.04,7.04,10000,4999999.0,1095,1095.0,RUB,7.04,False,True,False,False,,,,нет,на льготных условиях,7.04,7.04
