offer_id,offer_uid,offer_type,offer_pledge,offer_pledge_alt,offer_url,img_logo_url,update_time,bank_id,bank_uid,bank_type,bank_name,img_logo_url_alt,idx_license,bank_url,bank_phone,bank_address,bank_code,currency,url_with_details,rateMin,rateMax,meta_rateRange,amountMin,amountMax,meta_amountRange,termMin,termMax,periodFromNotation,periodToNotation,meta_termUnit,product_hash,is_actual,start_time,end_time,rateRange,fullCreditRateMin,fullCreditRateMax,amountRange,termUnit,issuanceCostMin,issuanceCostMax,annualServiceMin,annualServiceMax,cashWithdrawalsAtAtms,cashWithdrawalsAtOtherBankAtms,initialFeeMin,initialFeeMax
19855,20115603,credit,На любые цели под залог недвижимости,На любые цели под залог недвижимости,https://www.banki.ru/products/credits/credit/201156/,https://cdn.banki.ru/cdn/bank/325_mobile_logo_url.png,13.11.2025 11:45,325,3251,bank,Альфа-Банк,https://cdn.banki.ru/cdn/bank/325_mobile_logo_url.png,1326,www.alfabank.ru,8 800 200-00-00,"107078, г. Москва, ул. Каланчевская, д. 27
",alfabank,RUB,https://www.banki.ru/products/credits/credit/201156/,17.8,30.4,"17,8–30,4%",500000,30000000,500 000–30 000 000 ₽,365,5475,1y,15y,4.0,9bd752071a26b6dbf49b6cf1e4fdd0bbc8521fd8cfe9c1992c42648ef178f68f,False,2025-11-17 14:44:06,2026-01-07 13:39:00,,,,,,,,,,,,,
19315,57103,credit,Под залог недвижимости,Под залог недвижимости,https://www.banki.ru/products/credits/credit/571/,https://cdn.banki.ru/cdn/bank/36119_mobile_logo_url.png,30.10.2025 14:56,36119,361191,bank,Ак Барс Банк,https://cdn.banki.ru/cdn/bank/36119_mobile_logo_url.png,2590,www.akbars.ru,8 800 200-53-03,"420066, г. Казань, ул. Декабристов, д. 1
",akbars,RUB,https://www.banki.ru/products/credits/credit/571/,22.0,23.0,22–23%,500000,20000000,500 000–20 000 000 ₽,1095,2555,3y,7y,4.0,a69bb07e2c22f55fbf342d86015543db404abc6ad3f7791636f5377cc39df4f4,False,2025-11-17 14:44:06,2026-01-07 13:39:00,,,,,,,,,,,,,
19385,446403,credit,На любые цели,На любые цели,https://www.banki.ru/products/credits/credit/4464/,https://cdn.banki.ru/cdn/bank/189319_mobile_logo_url.png,30.10.2025 17:34,189319,1893191,bank,Почтобанк,https://cdn.banki.ru/cdn/bank/189319_mobile_logo_url.png,1788,www.uralexpress.ru,+7 (342) 236-07-72,"614096, г. Пермь, ул. Ленина, д. 68
",pochtobank,RUB,https://www.banki.ru/products/credits/credit/4464/,20.0,21.0,20–21%,100000,10000000,100 000–10 000 000 ₽,31,1825,3y,5y,4.0,5540927a89ebbe462169da20a8b83722ffaf79562a12b2e37f0811ed303855ed,False,2025-11-17 14:44:06,2026-01-07 13:39:00,,,,,,,,,,,,,
16993,438803,credit,Без справок,Без справок,https://www.banki.ru/products/credits/credit/4388/,https://cdn.banki.ru/cdn/bank/95970_mobile_logo_url.png,23.12.2025 15:10,95970,959701,bank,Уральский банк реконструкции и развития (УБРиР),https://cdn.banki.ru/cdn/bank/95970_mobile_logo_url.png,429,www.ubrr.ru,8 800 100-02-00,"620063, г. Екатеринбург, ул. 8 Марта, д. 51",ubrr,RUB,https://www.banki.ru/products/credits/credit/4388/,18.4,37.0,,100000,700000,,1095,1825,5y,5y,,389df3e43d3fc67db1739f59211051b95e2530eb380ef49d6b6aef94c67383a5,True,2026-01-07 13:39:00,,"18,4–37%",,,100 000–700 000 ₽,4,,,,,,,,
19337,298003,credit,Под залог,Под залог,https://www.banki.ru/products/credits/credit/2980/,https://cdn.banki.ru/cdn/bank/17111_mobile_logo_url.png,22.12.2025 13:43,17111,171111,bank,Банк Финсервис,https://cdn.banki.ru/cdn/bank/17111_mobile_logo_url.png,3388,www.finsb.ru,8 800 200-07-67,"121151, г. Москва, наб. Тараса Шевченко, д. 23А",finservice,RUB,https://www.banki.ru/products/credits/credit/2980/,20.5,23.5,,500000,100000000,,183,3650,6m,10y,,8001861096f4ffe55691d1ec64c14c164549120a0ed4a13320d908139f3a6af5,True,2026-01-07 13:39:00,,"20,5–23,5%",,,500 000–100 000 000 ₽,4,,,,,,,,
17012,446803,credit,На любые цели (под поручительство),На любые цели (под поручительство),https://www.banki.ru/products/credits/credit/4468/,https://cdn.banki.ru/cdn/bank/17111_mobile_logo_url.png,22.12.2025 13:51,17111,171111,bank,Банк Финсервис,https://cdn.banki.ru/cdn/bank/17111_mobile_logo_url.png,3388,www.finsb.ru,8 800 200-07-67,"121151, г. Москва, наб. Тараса Шевченко, д. 23А",finservice,RUB,https://www.banki.ru/products/credits/credit/4468/,23.0,28.0,,1500001,100000000,,183,1825,1m3y,5y,,53e05d60b3e74b19a8e47133aaa420f65ddeaed30f30e9be7ffb3b16b027f16b,True,2026-01-07 13:39:00,,23–28%,,,1 500 001–100 000 000 ₽,4,,,,,,,,
16812,272703,credit,На любые цели,На любые цели,https://www.banki.ru/products/credits/credit/2727/,https://cdn.banki.ru/cdn/bank/17111_mobile_logo_url.png,22.12.2025 13:49,17111,171111,bank,Банк Финсервис,https://cdn.banki.ru/cdn/bank/17111_mobile_logo_url.png,3388,www.finsb.ru,8 800 200-07-67,"121151, г. Москва, наб. Тараса Шевченко, д. 23А",finservice,RUB,https://www.banki.ru/products/credits/credit/2727/,24.0,29.0,,50000,1500000,,183,1825,1m3y,5y,,17fcf68922a473bd8add2498a02492a99ee0af0cba33d15c8e144e5b9c2ca2d9,True,2026-01-07 13:39:00,,24–29%,,,50 000–1 500 000 ₽,4,,,,,,,,
16989,433103,credit,Наличными ,Наличными ,https://www.banki.ru/products/credits/credit/4331/,https://cdn.banki.ru/cdn/bank/327_mobile_logo_url.png,25.12.2025 15:47,327,3271,bank,ВТБ,https://cdn.banki.ru/cdn/bank/327_mobile_logo_url.png,1000,www.vtb.ru,8 800 200-77-99,"190000, г. Санкт-Петербург, ул. Большая Морская, д. 29",vtb,RUB,https://www.banki.ru/products/credits/credit/4331/,24.6,43.0,,100001,7000000,,183,1825,6m,5y,,940afb6f5f278163ec9a2bee30e9cd5d30e0cbeda45d73d144d386723532b134,True,2026-01-07 13:39:00,,"24,6–43%",,,100 001–7 000 000 ₽,4,,,,,,,,
16731,103,credit,На любые цели,На любые цели,https://www.banki.ru/products/credits/credit/1/,https://cdn.banki.ru/cdn/bank/322_mobile_logo_url.png,23.12.2025 14:58,322,3221,bank,Сбербанк,https://cdn.banki.ru/cdn/bank/322_mobile_logo_url.png,1481,www.sberbank.ru,8 800 555-55-50,"117997, г. Москва, ул. Вавилова, д. 19",sberbank,RUB,https://www.banki.ru/products/credits/credit/1/,21.4,44.5,,10000,30000000,,31,1825,1m,5y,,bbbcf197fc90193394d878b3b58e92587fc0b4b6b6d95c549e93eebf2cb3e692,True,2026-01-07 13:39:00,,"21,4–44,5%",,,10 000–30 000 000 ₽,4,,,,,,,,
19506,20111403,credit,Под залог недвижимости,Под залог недвижимости,https://www.banki.ru/products/credits/credit/201114/,https://cdn.banki.ru/cdn/bank/351_mobile_logo_url.png,12.11.2025 16:07,351,3511,bank,Русский Стандарт,https://cdn.banki.ru/cdn/bank/351_mobile_logo_url.png,2289,www.rsb.ru,+7 (495) 748-07-48,"105187, г. Москва, ул. Ткацкая, д. 36
",rsb,RUB,https://www.banki.ru/products/credits/credit/201114/,24.9,33.0,,500000,10000000,,183,3650,6m,10y,,a780bd164e89ceeb661271252452614948e7685d5291b166df70406f64948d34,True,2026-01-07 13:39:00,,"24,9–33%",,,500 000–10 000 000 ₽,4,,,,,,,,
16741,17903,credit,Образовательный,Образовательный,https://www.banki.ru/products/credits/credit/179/,https://cdn.banki.ru/cdn/bank/322_mobile_logo_url.png,07.11.2025 12:22,322,3221,bank,Сбербанк,https://cdn.banki.ru/cdn/bank/322_mobile_logo_url.png,1481,www.sberbank.ru,8 800 555-55-50,"117997, г. Москва, ул. Вавилова, д. 19
",sberbank,RUB,https://www.banki.ru/products/credits/credit/179/,3.0,3.0,,10000,10000000,,5475,5475,15y,15y,,1f7b695e4af0be3d718885969b33bf56d21d8cdc561d7dabe9dbc3463b6af83e,True,2026-01-07 13:39:00,,3%,,,10 000–10 000 000 ₽,4,,,,,,,,
16731,103,credit,На любые цели,На любые цели,https://www.banki.ru/products/credits/credit/1/,https://cdn.banki.ru/cdn/bank/322_mobile_logo_url.png,12.11.2025 12:44,322,3221,bank,Сбербанк,https://cdn.banki.ru/cdn/bank/322_mobile_logo_url.png,1481,www.sberbank.ru,8 800 555-55-50,"117997, г. Москва, ул. Вавилова, д. 19
",sberbank,RUB,https://www.banki.ru/products/credits/credit/1/,21.9,44.5,,10000,30000000,,31,1825,1m,5y,,d97999f8e726e11185111e39f593184b675b2a23a99cb582f47c09bbcad6c21b,True,2026-01-07 13:39:00,,"21,9–44,5%",,,10 000–30 000 000 ₽,4,,,,,,,,
16902,370903,credit,Газификация жилья,Газификация жилья,https://www.banki.ru/products/credits/credit/3709/,https://cdn.banki.ru/cdn/bank/191120_modern_logo_url.svg,12.11.2025 17:36,191120,1911201,bank,Банк «Левобережный»,https://cdn.banki.ru/cdn/bank/191120_modern_logo_url.svg,1343,www.nskbl.ru,8 800 333-35-55,"630102, г. Новосибирск, ул. Кирова, д. 48
",levoberezhny,RUB,https://www.banki.ru/products/credits/credit/3709/,9.0,9.0,,5000,200000,,183,1825,6m,5y,,16c6fb18a942bedd66d5a55a27ad46802a49bfd4eba168a14bade8e3ffb9c683,True,2026-01-07 13:39:00,,9%,,,5 000–200 000 ₽,4,,,,,,,,
17311,527303,credit,На любые цели — авто,На любые цели — авто,https://www.banki.ru/products/credits/credit/5273/,https://cdn.banki.ru/cdn/bank/191120_modern_logo_url.svg,12.11.2025 17:34,191120,1911201,bank,Банк «Левобережный»,https://cdn.banki.ru/cdn/bank/191120_modern_logo_url.svg,1343,www.nskbl.ru,8 800 333-35-55,"630102, г. Новосибирск, ул. Кирова, д. 48
",levoberezhny,RUB,https://www.banki.ru/products/credits/credit/5273/,15.9,25.9,,5000,2000000,,183,2555,6m,7y,,c29bf8cce3be7be7624227e649246c5e36be4275b13bb43d2bed5b18e577b0d3,True,2026-01-07 13:39:00,,"15,9–25,9%",,,5 000–2 000 000 ₽,4,,,,,,,,
16940,397503,credit,На любые цели Акционный,На любые цели Акционный,https://www.banki.ru/products/credits/credit/3975/,https://cdn.banki.ru/cdn/bank/191120_modern_logo_url.svg,12.11.2025 17:33,191120,1911201,bank,Банк «Левобережный»,https://cdn.banki.ru/cdn/bank/191120_modern_logo_url.svg,1343,www.nskbl.ru,8 800 333-35-55,"630102, г. Новосибирск, ул. Кирова, д. 48
",levoberezhny,RUB,https://www.banki.ru/products/credits/credit/3975/,16.5,33.9,,5000,2000000,,183,1825,6m,5y,,f5a9c9b108c44726a4f306280dfff354fbd000fec424dc5e29feb3ac42fe0303,True,2026-01-07 13:39:00,,"16,5–33,9%",,,5 000–2 000 000 ₽,4,,,,,,,,
19778,20115203,credit,Под залог недвижимости,Под залог недвижимости,https://www.banki.ru/products/credits/credit/201152/,https://cdn.banki.ru/cdn/bank/191120_modern_logo_url.svg,12.11.2025 17:40,191120,1911201,bank,Банк «Левобережный»,https://cdn.banki.ru/cdn/bank/191120_modern_logo_url.svg,1343,www.nskbl.ru,8 800 333-35-55,"630102, г. Новосибирск, ул. Кирова, д. 48
",levoberezhny,RUB,https://www.banki.ru/products/credits/credit/201152/,19.0,23.0,,300000,20000000,,1095,9125,3y,25y,,da26fca9309120de142d0f8230d66e2b383e2220275f7a8a777d8cf1142bef5c,True,2026-01-07 13:39:00,,19–23%,,,300 000–20 000 000 ₽,4,,,,,,,,
17632,20103503,credit,Под залог авто,Под залог авто,https://www.banki.ru/products/credits/credit/201035/,https://cdn.banki.ru/cdn/bank/95970_mobile_logo_url.png,12.11.2025 18:03,95970,959701,bank,Уральский банк реконструкции и развития (УБРиР),https://cdn.banki.ru/cdn/bank/95970_mobile_logo_url.png,429,www.ubrr.ru,8 800 100-02-00,"620063, г. Екатеринбург, ул. 8 Марта, д. 51
",ubrr,RUB,https://www.banki.ru/products/credits/credit/201035/,16.4,37.0,,200000,5000000,,1460,3650,10y,10y,,4833eb49d1bc1b445d272a43a0f2821c90bd87e6febd43aabb0f9d3f8e1a7e0d,True,2026-01-07 13:39:00,,"16,4–37%",,,200 000–5 000 000 ₽,4,,,,,,,,
16756,60903,credit,На любые цели,На любые цели,https://www.banki.ru/products/credits/credit/609/,https://cdn.banki.ru/cdn/bank/95970_mobile_logo_url.png,12.11.2025 18:01,95970,959701,bank,Уральский банк реконструкции и развития (УБРиР),https://cdn.banki.ru/cdn/bank/95970_mobile_logo_url.png,429,www.ubrr.ru,8 800 100-02-00,"620063, г. Екатеринбург, ул. 8 Марта, д. 51
",ubrr,RUB,https://www.banki.ru/products/credits/credit/609/,17.9,37.0,,100000,5000000,,1095,1825,5y,5y,,9058769ec7e84a6cae16663c5c2f542c8428a8a77b80663a8ac7b7355ee26abd,True,2026-01-07 13:39:00,,"17,9–37%",,,100 000–5 000 000 ₽,4,,,,,,,,
16993,438803,credit,Без справок,Без справок,https://www.banki.ru/products/credits/credit/4388/,https://cdn.banki.ru/cdn/bank/95970_mobile_logo_url.png,12.11.2025 18:01,95970,959701,bank,Уральский банк реконструкции и развития (УБРиР),https://cdn.banki.ru/cdn/bank/95970_mobile_logo_url.png,429,www.ubrr.ru,8 800 100-02-00,"620063, г. Екатеринбург, ул. 8 Марта, д. 51
",ubrr,RUB,https://www.banki.ru/products/credits/credit/4388/,19.4,37.0,,100000,700000,,1095,1825,5y,5y,,f7c995955a66ab8f9c8302d8c7c43a6efceb0c6a66c73cd39d3a96023fd3bcc6,True,2026-01-07 13:39:00,,"19,4–37%",,,100 000–700 000 ₽,4,,,,,,,,
19370,401203,credit,Под залог недвижимости,Под залог недвижимости,https://www.banki.ru/products/credits/credit/4012/,https://cdn.banki.ru/cdn/bank/95970_mobile_logo_url.png,12.11.2025 18:05,95970,959701,bank,Уральский банк реконструкции и развития (УБРиР),https://cdn.banki.ru/cdn/bank/95970_mobile_logo_url.png,429,www.ubrr.ru,8 800 100-02-00,"620063, г. Екатеринбург, ул. 8 Марта, д. 51
",ubrr,RUB,https://www.banki.ru/products/credits/credit/4012/,25.0,26.5,,300000,15000000,,1825,5475,5y,15y,,5d7e77c9541ef7ae7d1767fb74b0fb01b34360db31a7f9f906f391afce6738e2,True,2026-01-07 13:39:00,,"25–26,5%",,,300 000–15 000 000 ₽,4,,,,,,,,
16953,405103,credit,Просто,Просто,https://www.banki.ru/products/credits/credit/4051/,https://cdn.banki.ru/cdn/bank/192866_mobile_logo_url.png,13.11.2025 18:42,192866,1928661,bank,Банк Акцепт,https://cdn.banki.ru/cdn/bank/192866_mobile_logo_url.png,567,www.akcept.ru,8 800 100-27-37,"630099, г. Новосибирск, ул. Советская, д. 14
",akcept,RUB,https://www.banki.ru/products/credits/credit/4051/,19.0,29.0,,50000,1500000,,549,1825,18m,5y,,537e9bcbb0a8f45c49e62be316ae3975455a124751d6f08705de435ecc83814b,True,2026-01-07 13:39:00,,19–29%,,,50 000–1 500 000 ₽,4,,,,,,,,
16924,387503,credit,Под залог транспорта,Под залог транспорта,https://www.banki.ru/products/credits/credit/3875/,https://cdn.banki.ru/cdn/bank/192866_mobile_logo_url.png,13.11.2025 18:42,192866,1928661,bank,Банк Акцепт,https://cdn.banki.ru/cdn/bank/192866_mobile_logo_url.png,567,www.akcept.ru,8 800 100-27-37,"630099, г. Новосибирск, ул. Советская, д. 14
",akcept,RUB,https://www.banki.ru/products/credits/credit/3875/,22.0,30.0,,300000,3000000,,730,2555,2y,7y,,4f5c015eee94ab6ab48bf2c2e00c3114a6a098d4735406cc632464c48af392dd,True,2026-01-07 13:39:00,,22–30%,,,300 000–3 000 000 ₽,4,,,,,,,,
19329,193903,credit,Под залог недвижимости,Под залог недвижимости,https://www.banki.ru/products/credits/credit/1939/,https://cdn.banki.ru/cdn/bank/192866_mobile_logo_url.png,13.11.2025 18:44,192866,1928661,bank,Банк Акцепт,https://cdn.banki.ru/cdn/bank/192866_mobile_logo_url.png,567,www.akcept.ru,8 800 100-27-37,"630099, г. Новосибирск, ул. Советская, д. 14
",akcept,RUB,https://www.banki.ru/products/credits/credit/1939/,24.9,28.4,,500000,15000000,,1095,5475,3y,15y,,bc1e02eaeff91774982f410c0e6cb80d5ff1b12b03285bb5fbd87857328d1bc4,True,2026-01-07 13:39:00,,"24,9–28,4%",,,500 000–15 000 000 ₽,4,,,,,,,,
19824,20115403,credit,Под залог недвижимости,Под залог недвижимости,https://www.banki.ru/products/credits/credit/201154/,https://cdn.banki.ru/cdn/bank/16995_mobile_logo_url.png,06.11.2025 17:08,16995,169951,bank,ВБРР,https://cdn.banki.ru/cdn/bank/16995_mobile_logo_url.png,3287,www.vbrr.ru,8 800 700-03-49 ,"129594, г. Москва, ул. Сущевский вал, д. 65, корп. 1
",vbrr,RUB,https://www.banki.ru/products/credits/credit/201154/,21.9,23.4,,500000,60000000,,1825,10950,5y,30y,,4cff51c6319894aeb5e9d8de18c433a411f60ed494bb5b8c230d35d0dc959429,True,2026-01-07 13:39:00,,"21,9–23,4%",,,500 000–60 000 000 ₽,4,,,,,,,,
16868,345903,credit,Наличными — Акция,Наличными — Акция,https://www.banki.ru/products/credits/credit/3459/,https://cdn.banki.ru/cdn/bank/192841_mobile_logo_url.png,11.11.2025 17:19,192841,1928411,bank,Энергобанк,https://cdn.banki.ru/cdn/bank/192841_mobile_logo_url.png,67,www.energobank.ru,8 800-350-54-58,"420111, г. Казань, ул. Пушкина, д. 13/52
",energobank,RUB,https://www.banki.ru/products/credits/credit/3459/,26.5,33.0,,100000,2500000,,397,2555,13m,7y,,06630c4902c27aaba6b8fc1142a08ca04fefdd4a5280061588589dfd4311906e,True,2026-01-07 13:39:00,,"26,5–33%",,,100 000–2 500 000 ₽,4,,,,,,,,
19356,375603,credit,Под залог квартиры,Под залог квартиры,https://www.banki.ru/products/credits/credit/3756/,https://cdn.banki.ru/cdn/bank/5306_mobile_logo_url.png,05.11.2025 16:11,5306,53061,bank,ПСБ,https://cdn.banki.ru/cdn/bank/5306_mobile_logo_url.png,3251,www.psbank.ru,8 800 333-03-03,"150003, г. Ярославль, ул. Республиканская, д. 16
",promsvyazbank,RUB,https://www.banki.ru/products/credits/credit/3756/,27.7,29.7,,1000000,30000000,,1095,10950,3y,30y,,edc53d5341c8aa8cca84f2998962269661adccc9dc6639c1db65f26b6fb901cb,True,2026-01-07 13:39:00,,"27,7–29,7%",,,1 000 000–30 000 000 ₽,4,,,,,,,,
17023,455103,credit,Для работников ОПК и военнослужащих,Для работников ОПК и военнослужащих,https://www.banki.ru/products/credits/credit/4551/,https://cdn.banki.ru/cdn/bank/5306_mobile_logo_url.png,05.11.2025 16:08,5306,53061,bank,ПСБ,https://cdn.banki.ru/cdn/bank/5306_mobile_logo_url.png,3251,www.psbank.ru,8 800 333-03-03,"150003, г. Ярославль, ул. Республиканская, д. 16
",promsvyazbank,RUB,https://www.banki.ru/products/credits/credit/4551/,27.9,37.9,,100000,5000000,,365,2555,1y,7y,,c8fc4dc6e503fac426bac8d080f3a0a0b763c36db4d84ed4cdbfe8b957953fe3,True,2026-01-07 13:39:00,,"27,9–37,9%",,,100 000–5 000 000 ₽,4,,,,,,,,
16818,280303,credit,На любые цели ,На любые цели ,https://www.banki.ru/products/credits/credit/2803/,https://cdn.banki.ru/cdn/bank/5306_mobile_logo_url.png,05.11.2025 16:08,5306,53061,bank,ПСБ,https://cdn.banki.ru/cdn/bank/5306_mobile_logo_url.png,3251,www.psbank.ru,8 800 333-03-03,"150003, г. Ярославль, ул. Республиканская, д. 16
",promsvyazbank,RUB,https://www.banki.ru/products/credits/credit/2803/,32.9,39.9,,100000,5000000,,365,1825,1y,5y,,ea9dbc84c6b51ff481544c66803c544c27c3f3471f9b6027a5db1fb23b44c25f,True,2026-01-07 13:39:00,,"32,9–39,9%",,,100 000–5 000 000 ₽,4,,,,,,,,
19453,525803,credit,На любые цели,На любые цели,https://www.banki.ru/products/credits/credit/5258/,https://cdn.banki.ru/cdn/bank/192839_mobile_logo_url.png,11.11.2025 18:59,192839,1928391,bank,Сибсоцбанк,https://cdn.banki.ru/cdn/bank/192839_mobile_logo_url.png,2015,www.sibsoc.ru,+7 (3852) 37-02-01,"656049, Алтайский край, г. Барнаул, просп. Ленина, д. 61а
",sibsocbank,RUB,https://www.banki.ru/products/credits/credit/5258/,25.7,27.7,,30000,5000000,,365,1825,1y,5y,,5cf0134332dc06f275902369c8a22430dd979d8e586e815ee489f1d9e7c2a535,True,2026-01-07 13:39:00,,"25,7–27,7%",,,30 000–5 000 000 ₽,4,,,,,,,,
17060,467603,credit,Беззалоговый,Беззалоговый,https://www.banki.ru/products/credits/credit/4676/,https://cdn.banki.ru/cdn/bank/192839_mobile_logo_url.png,11.11.2025 18:56,192839,1928391,bank,Сибсоцбанк,https://cdn.banki.ru/cdn/bank/192839_mobile_logo_url.png,2015,www.sibsoc.ru,+7 (3852) 37-02-01,"656049, Алтайский край, г. Барнаул, просп. Ленина, д. 61а
",sibsocbank,RUB,https://www.banki.ru/products/credits/credit/4676/,30.3,30.3,,30000,1000000,,365,1825,1y,5y,,c6c9fc117f8c2d7dfc8b6a190f826a9bedef420d74c0a5677093e5e872fa2b2b,True,2026-01-07 13:39:00,,"30,3%",,,30 000–1 000 000 ₽,4,,,,,,,,
17615,20101803,credit,Под залог автомобиля,Под залог автомобиля,https://www.banki.ru/products/credits/credit/201018/,https://cdn.banki.ru/cdn/bank/327_mobile_logo_url.png,05.11.2025 18:51,327,3271,bank,ВТБ,https://cdn.banki.ru/cdn/bank/327_mobile_logo_url.png,1000,www.vtb.ru,8 800 200-77-99,"190000, г. Санкт-Петербург, ул. Большая Морская, д. 29
",vtb,RUB,https://www.banki.ru/products/credits/credit/201018/,23.9,40.2,,100001,40000000,,183,1825,6m,5y,,c8721abc35f9f2f9ff43319c7eb94cd52c974fe84c0245d9446c124900a60262,True,2026-01-07 13:39:00,,"23,9–40,2%",,,100 001–40 000 000 ₽,4,,,,,,,,
17067,471603,credit,Экспресс,Экспресс,https://www.banki.ru/products/credits/credit/4716/,https://cdn.banki.ru/cdn/bank/327_mobile_logo_url.png,05.11.2025 18:37,327,3271,bank,ВТБ,https://cdn.banki.ru/cdn/bank/327_mobile_logo_url.png,1000,www.vtb.ru,8 800 200-77-99,"190000, г. Санкт-Петербург, ул. Большая Морская, д. 29
",vtb,RUB,https://www.banki.ru/products/credits/credit/4716/,37.9,51.9,,30000,100000,,183,1825,6m,5y,,d90d98ac2b9f0e065e54919d48b57d52728359b31b14c5a0cc9cdcc0a561e668,True,2026-01-07 13:39:00,,"37,9–51,9%",,,30 000–100 000 ₽,4,,,,,,,,
16753,56103,credit,Наличными,Наличными,https://www.banki.ru/products/credits/credit/561/,https://cdn.banki.ru/cdn/bank/36119_mobile_logo_url.png,13.11.2025 14:36,36119,361191,bank,Ак Барс Банк,https://cdn.banki.ru/cdn/bank/36119_mobile_logo_url.png,2590,www.akbars.ru,8 800 200-53-03,"420066, г. Казань, ул. Декабристов, д. 1
",akbars,RUB,https://www.banki.ru/products/credits/credit/561/,16.0,51.7,,30000,3000000,,365,1825,1y,5y,,95d69dbbca30decdc44cc8669cbcbc94ae3fc2d6478a2e7852a674cd29df57a0,True,2026-01-07 13:39:00,,"16–51,7%",,,30 000–3 000 000 ₽,4,,,,,,,,
19315,57103,credit,Под залог недвижимости,Под залог недвижимости,https://www.banki.ru/products/credits/credit/571/,https://cdn.banki.ru/cdn/bank/36119_mobile_logo_url.png,13.11.2025 15:01,36119,361191,bank,Ак Барс Банк,https://cdn.banki.ru/cdn/bank/36119_mobile_logo_url.png,2590,www.akbars.ru,8 800 200-53-03,"420066, г. Казань, ул. Декабристов, д. 1
",akbars,RUB,https://www.banki.ru/products/credits/credit/571/,23.0,24.0,,500000,20000000,,1095,2555,3y,7y,,7f5c94861d436e4695a7e6f2208dcd2ee16f8822b6b1042f31880aeaf2a9bcc7,True,2026-01-07 13:39:00,,23–24%,,,500 000–20 000 000 ₽,4,,,,,,,,
16848,327203,credit,Наличными,Наличными,https://www.banki.ru/products/credits/credit/3272/,https://cdn.banki.ru/cdn/bank/325_mobile_logo_url.png,14.11.2025 10:59,325,3251,bank,Альфа-Банк,https://cdn.banki.ru/cdn/bank/325_mobile_logo_url.png,1326,www.alfabank.ru,8 800 200-00-00,"107078, г. Москва, ул. Каланчевская, д. 27
",alfabank,RUB,https://www.banki.ru/products/credits/credit/3272/,18.99,51.99,,30000,7500000,,365,1825,5y,5y,,fb3ab163bae43c770e8b1977b1fecbb2eef733669c4e06d82954c48539ff47f1,True,2026-01-07 13:39:00,,"18,99–51,99%",,,30 000–7 500 000 ₽,4,,,,,,,,
19347,335203,credit,На любые цели под залог недвижимости,На любые цели под залог недвижимости,https://www.banki.ru/products/credits/credit/3352/,https://cdn.banki.ru/cdn/bank/192833_mobile_logo_url.png,05.12.2025 18:19,192833,1928331,bank,Азиатско-Тихоокеанский банк (АТБ),https://cdn.banki.ru/cdn/bank/192833_mobile_logo_url.png,1810,www.atb.su,8 800 775-88-88,"675000, Амурская обл., г. Благовещенск, ул. Амурская, д. 225
",atb,RUB,https://www.banki.ru/products/credits/credit/3352/,22.5,25.0,,500000,20000000,,1095,7300,3y,20y,,0cdff8490cd63010080604b7b4b105fd999aa7ebea4ef851be089c1685128789,True,2026-01-07 13:39:00,,"22,5–25%",,,500 000–20 000 000 ₽,4,,,,,,,,
19337,298003,credit,Под залог,Под залог,https://www.banki.ru/products/credits/credit/2980/,https://cdn.banki.ru/cdn/bank/17111_mobile_logo_url.png,05.12.2025 18:36,17111,171111,bank,Банк Финсервис,https://cdn.banki.ru/cdn/bank/17111_mobile_logo_url.png,3388,www.finsb.ru,8 800 200-07-67,"121151, г. Москва, наб. Тараса Шевченко, д. 23А
",finservice,RUB,https://www.banki.ru/products/credits/credit/2980/,21.0,24.0,,500000,100000000,,183,3650,6m,10y,,bb899bb568d6ea1a64a3f449012ceed3086fcd44f405e5867cd61b77ceea7c66,True,2026-01-07 13:39:00,,21–24%,,,500 000–100 000 000 ₽,4,,,,,,,,
17012,446803,credit,На любые цели (под поручительство),На любые цели (под поручительство),https://www.banki.ru/products/credits/credit/4468/,https://cdn.banki.ru/cdn/bank/17111_mobile_logo_url.png,05.12.2025 18:34,17111,171111,bank,Банк Финсервис,https://cdn.banki.ru/cdn/bank/17111_mobile_logo_url.png,3388,www.finsb.ru,8 800 200-07-67,"121151, г. Москва, наб. Тараса Шевченко, д. 23А
",finservice,RUB,https://www.banki.ru/products/credits/credit/4468/,23.5,28.5,,1500001,100000000,,183,1825,1m3y,5y,,8a78f7d8df86b0427a9b32b5c4b1958154e2e5346fde7318d2f842e799181091,True,2026-01-07 13:39:00,,"23,5–28,5%",,,1 500 001–100 000 000 ₽,4,,,,,,,,
16812,272703,credit,На любые цели,На любые цели,https://www.banki.ru/products/credits/credit/2727/,https://cdn.banki.ru/cdn/bank/17111_mobile_logo_url.png,05.12.2025 18:34,17111,171111,bank,Банк Финсервис,https://cdn.banki.ru/cdn/bank/17111_mobile_logo_url.png,3388,www.finsb.ru,8 800 200-07-67,"121151, г. Москва, наб. Тараса Шевченко, д. 23А
",finservice,RUB,https://www.banki.ru/products/credits/credit/2727/,24.5,29.5,,50000,1500000,,183,1825,1m3y,5y,,1064791ceab1a8c85cb352a54748e10f4ca295c0903466ccb100e388160f3668,True,2026-01-07 13:39:00,,"24,5–29,5%",,,50 000–1 500 000 ₽,4,,,,,,,,
