offer_id,offer_uid,offer_type,offer_pledge,offer_pledge_alt,offer_url,img_logo_url,update_time,bank_id,bank_uid,bank_type,bank_name,img_logo_url_alt,idx_license,bank_url,bank_phone,bank_address,bank_code,currency,url_with_details,rateMin,rateMax,meta_rateRange,amountMin,amountMax,meta_amountRange,termMin,termMax,periodFromNotation,periodToNotation,meta_termUnit,product_hash,is_actual,start_time,end_time,rateRange,fullCreditRateMin,fullCreditRateMax,amountRange,termUnit,issuanceCostMin,issuanceCostMax,annualServiceMin,annualServiceMax,cashWithdrawalsAtAtms,cashWithdrawalsAtOtherBankAtms,initialFeeMin,initialFeeMax
19407,498403,credit,Под залог недвижимости,Под залог недвижимости,https://www.banki.ru/products/credits/credit/4984/,https://cdn.banki.ru/cdn/bank/9183_mobile_logo_url.png,15.12.2025 16:29,9183,91831,bank,Локо-Банк,https://cdn.banki.ru/cdn/bank/9183_mobile_logo_url.png,2707,www.lockobank.ru,8 800 250-50-50,"125167, г. Москва, Ленинградский просп., д. 39, стр. 80
",locko-bank,RUB,https://www.banki.ru/products/credits/credit/4984/,22.4,26.4,,1000000,30000000,,365,7300,1y,20y,,d4a631dfdd998d07ce48c091bf1ec3e70fb14f50ae506e2b2bc0ba63a0b2cbb4,True,2026-01-07 13:39:00,,"22,4–26,4%",,,1 000 000–30 000 000 ₽,4,,,,,,,,
16877,348703,credit,На любые цели под залог авто,На любые цели под залог авто,https://www.banki.ru/products/credits/credit/3487/,https://cdn.banki.ru/cdn/bank/9183_mobile_logo_url.png,10.12.2025 13:01,9183,91831,bank,Локо-Банк,https://cdn.banki.ru/cdn/bank/9183_mobile_logo_url.png,2707,www.lockobank.ru,8 800 250-50-50,"125167, г. Москва, Ленинградский просп., д. 39, стр. 80
",locko-bank,RUB,https://www.banki.ru/products/credits/credit/3487/,25.9,33.9,,500001,10000000,,1095,2920,3y,8y,,ccdea97f93c41c7b3e0b9c4ebface286dc36ce7d66d8f04370f7ecb1fdb41e64,True,2026-01-07 13:39:00,,"25,9–33,9%",,,500 001–10 000 000 ₽,4,,,,,,,,
20016,20116003,credit,VIP залог,VIP залог,https://www.banki.ru/products/credits/credit/201160/,https://cdn.banki.ru/cdn/bank/196704_mobile_logo_url.png,17.11.2025 15:16,196704,1967041,bank,Банк НООСФЕРА,https://cdn.banki.ru/cdn/bank/196704_mobile_logo_url.png,2650,www.noosferabank.ru,8 800 533-36-03,"141109, Московская обл., г. Щелково, ул. Талсинская, д. 59, стр. 3а
",noosfera,RUB,https://www.banki.ru/products/credits/credit/201160/,25.99,42.0,,15000000,200000000,,30,7300,1m,20y,,6ffc5f504d1c74e6f6c401f45ce09cb29a51ab9bdae278d537c4c29024043887,True,2026-01-07 13:39:00,,"25,99–42%",,,15 000 000–200 000 000 ₽,4,,,,,,,,
19489,20107003,credit,Под залог недвижимости,Под залог недвижимости,https://www.banki.ru/products/credits/credit/201070/,https://cdn.banki.ru/cdn/bank/196704_mobile_logo_url.png,14.11.2025 17:13,196704,1967041,bank,Банк НООСФЕРА,https://cdn.banki.ru/cdn/bank/196704_mobile_logo_url.png,2650,www.noosferabank.ru,8 800 533-36-03,"141109, Московская обл., г. Щелково, ул. Талсинская, д. 59, стр. 3а
",noosfera,RUB,https://www.banki.ru/products/credits/credit/201070/,16.0,48.0,,100000,200000000,,30,7300,1m,20y,,3f13661976ad82a45534e17a89e59807cc176d656d5c06abe078bfde92d80068,True,2026-01-07 13:39:00,,16–48%,,,100 000–200 000 000 ₽,4,,,,,,,,
19354,370703,credit,Под залог недвижимости,Под залог недвижимости,https://www.banki.ru/products/credits/credit/3707/,https://cdn.banki.ru/cdn/bank/9259_mobile_logo_url.png,26.11.2025 18:18,9259,92591,bank,Абсолют Банк,https://cdn.banki.ru/cdn/bank/9259_mobile_logo_url.png,2306,www.absolutbank.ru,8 800 200-20-05,"127051, г. Москва, Цветной б-р, д. 18",absolutbank,RUB,https://www.banki.ru/products/credits/credit/3707/,22.5,23.5,,500000,10000000,,1095,5475,3y,15y,,5fb036626e091ab8009139da36dc796424551f280b33ac6926c5ca529b883df1,True,2026-01-07 13:39:00,,"22,5–23,5%",,,500 000–10 000 000 ₽,4,,,,,,,,
17089,481803,credit,На благоустройство для жителей села,На благоустройство для жителей села,https://www.banki.ru/products/credits/credit/4818/,https://cdn.banki.ru/cdn/bank/4725_mobile_logo_url.png,12.12.2025 13:47,4725,47251,bank,Россельхозбанк,https://cdn.banki.ru/cdn/bank/4725_mobile_logo_url.png,3349,www.rshb.ru,8 800 100-01-00,"119034, г. Москва, Гагаринский пер., д. 3",rshb,RUB,https://www.banki.ru/products/credits/credit/4818/,3.25,33.0,,30000,700000,,396,1825,1m1y,5y,,8e8b67521cf44da40619f7d100e1acdc860e906a45da35167b6905ebb97fe05a,True,2026-01-07 13:39:00,,"3,25–33%",,,30 000–700 000 ₽,4,,,,,,,,
17066,471103,credit,Газомоторное топливо,Газомоторное топливо,https://www.banki.ru/products/credits/credit/4711/,https://cdn.banki.ru/cdn/bank/4725_mobile_logo_url.png,12.12.2025 13:36,4725,47251,bank,Россельхозбанк,https://cdn.banki.ru/cdn/bank/4725_mobile_logo_url.png,3349,www.rshb.ru,8 800 100-01-00,"119034, г. Москва, Гагаринский пер., д. 3",rshb,RUB,https://www.banki.ru/products/credits/credit/4711/,27.9,33.4,,30000,300000,,397,1095,13m,3y,,2cc3bf440e1439c87c6f4a5f2587782cfe7615d7e3301624278063501510fb32,True,2026-01-07 13:39:00,,"27,9–33,4%",,,30 000–300 000 ₽,4,,,,,,,,
19312,13703,credit,Под залог недвижимости,Под залог недвижимости,https://www.banki.ru/products/credits/credit/137/,https://cdn.banki.ru/cdn/bank/327_mobile_logo_url.png,12.12.2025 18:24,327,3271,bank,ВТБ,https://cdn.banki.ru/cdn/bank/327_mobile_logo_url.png,1000,www.vtb.ru,8 800 200-77-99,"190000, г. Санкт-Петербург, ул. Большая Морская, д. 29
",vtb,RUB,https://www.banki.ru/products/credits/credit/137/,24.6,25.6,,1500000,40000000,,365,5475,1y,15y,,bedf210084429cc285fe90c577919d7a1dab5fcef7d4ebc6eec5dca9ad77a861,True,2026-01-07 13:39:00,,"24,6–25,6%",,,1 500 000–40 000 000 ₽,4,,,,,,,,
16886,356203,credit,Наличными,Наличными,https://www.banki.ru/products/credits/credit/3562/,https://cdn.banki.ru/cdn/bank/2237_mobile_logo_url.png,12.12.2025 18:36,2237,22371,bank,Банк ДОМ.РФ,https://cdn.banki.ru/cdn/bank/2237_mobile_logo_url.png,2312,domrfbank.ru,8 800 775-86-86 ,"125009, г. Москва, ул. Воздвиженка, д. 10
",domrfbank,RUB,https://www.banki.ru/products/credits/credit/3562/,18.5,37.5,,100000,10000000,,730,2555,2y,7y,,c4c1a420c7389cffc59fcb63e11ee6dbf3a270b3905bf1935c06172f4bc41d0f,True,2026-01-07 13:39:00,,"18,5–37,5%",,,100 000–10 000 000 ₽,4,,,,,,,,
19722,20114903,credit,Под залог квартиры,Под залог квартиры,https://www.banki.ru/products/credits/credit/201149/,https://cdn.banki.ru/cdn/bank/2237_mobile_logo_url.png,12.12.2025 18:37,2237,22371,bank,Банк ДОМ.РФ,https://cdn.banki.ru/cdn/bank/2237_mobile_logo_url.png,2312,domrfbank.ru,8 800 775-86-86 ,"125009, г. Москва, ул. Воздвиженка, д. 10
",domrfbank,RUB,https://www.banki.ru/products/credits/credit/201149/,27.0,28.0,,500000,30000000,,1095,10950,3y,30y,,8324d1181de320f509c53e52dd144b860a91fe088024be14a43f35931aea1a9e,True,2026-01-07 13:39:00,,27–28%,,,500 000–30 000 000 ₽,4,,,,,,,,
17588,20098903,credit,Наличными,Наличными,https://www.banki.ru/products/credits/credit/200989/,https://cdn.banki.ru/cdn/bank/195706_mobile_logo_url.png,19.11.2025 11:53,195706,1957061,bank,Т-Банк,https://cdn.banki.ru/cdn/bank/195706_mobile_logo_url.png,2673,www.tbank.ru,8 800 555-10-10,"127287, г. Москва, ул. 2-я Хуторская, д.38А, стр.26
",tcs,RUB,https://www.banki.ru/products/credits/credit/200989/,24.9,42.9,,50000,5000000,,365,1825,1y,5y,,76885e78d5309fd2030c7fc0f8e63bebded1fc4ce408fd763a56877f9d87f286,True,2026-01-07 13:39:00,,"24,9–42,9%",,,50 000–5 000 000 ₽,4,,,,,,,,
17330,20073103,credit,Под залог автомобиля,Под залог автомобиля,https://www.banki.ru/products/credits/credit/200731/,https://cdn.banki.ru/cdn/bank/9011_mobile_logo_url.png,19.11.2025 12:25,9011,90111,bank,Металлинвестбанк,https://cdn.banki.ru/cdn/bank/9011_mobile_logo_url.png,2440,www.metallinvestbank.ru,8 800 250-97-97,"119180, г. Москва, ул. Большая Полянка, д. 47, стр. 2
",metallinvestbank,RUB,https://www.banki.ru/products/credits/credit/200731/,19.0,34.5,,300000,3000000,,397,1825,13m,5y,,17489191804fffeaa653c921f3383d156646a18cbe4903d6a4e1985eaa24b68e,True,2026-01-07 13:39:00,,"19–34,5%",,,300 000–3 000 000 ₽,4,,,,,,,,
16740,14403,credit,Стандартный ,Стандартный ,https://www.banki.ru/products/credits/credit/144/,https://cdn.banki.ru/cdn/bank/63520_mobile_logo_url.png,19.11.2025 12:29,63520,635201,bank,Уралсиб,https://cdn.banki.ru/cdn/bank/63520_mobile_logo_url.png,30,www.uralsib.ru,8 800 250-57-57,"119048, г. Москва, ул. Ефремова, д. 8
",uralsib,RUB,https://www.banki.ru/products/credits/credit/144/,7.0,51.0,,30000,1500000,,397,2555,13m,7y,,257536d1ae6fe47cc77797f5fb67e6588d2f29095cead7bfad3c1d8cbd5f6bdb,True,2026-01-07 13:39:00,,7–51%,,,30 000–1 500 000 ₽,4,,,,,,,,
18176,20112303,credit,"Заполните анкету, и мы подберем для вас лучшие предложения!","Заполните анкету, и мы подберем для вас лучшие предложения!",https://www.banki.ru/products/credits/credit/201123/,https://cdn.banki.ru/cdn/bank/11645236_mobile_logo_url.png,19.11.2025 12:34,11645236,116452361,bank,Банки.ру,https://cdn.banki.ru/cdn/bank/11645236_mobile_logo_url.png,-,www.banki.ru,+7 (495) 665-52-55,"117638, Москва, ул. Одесская, д. 2
",mortgage-consultant,RUB,https://www.banki.ru/products/credits/credit/201123/,14.9,65.0,,1000,5000000,,31,1825,1m,5y,,32f2fb8eb618f54e0365adcc46a8f21c2a8a18c1360300569a30f9d5eb907443,True,2026-01-07 13:39:00,,"14,9–65%",,,1 000–5 000 000 ₽,4,,,,,,,,
19357,377603,credit,На любые цели под залог недвижимости,На любые цели под залог недвижимости,https://www.banki.ru/products/credits/credit/3776/,https://cdn.banki.ru/cdn/bank/2764_mobile_logo_url.png,19.11.2025 13:10,2764,27641,bank,Газпромбанк,https://cdn.banki.ru/cdn/bank/2764_mobile_logo_url.png,354,www.gazprombank.ru,8 800 300-60-90,"117420, г. Москва, ул. Наметкина, д. 16, корп. 1.
",gazprombank,RUB,https://www.banki.ru/products/credits/credit/3776/,8.4,28.6,,500000,30000000,,1460,7300,4y,20y,,ecefb254df7e434470f6f1ec64f63c60760217971ab01705a7b1fcdab4322184,True,2026-01-07 13:39:00,,"8,4–28,6%",,,500 000–30 000 000 ₽,4,,,,,,,,
16848,327203,credit,Наличными для новых клиентов,Наличными для новых клиентов,https://www.banki.ru/products/credits/credit/3272/,https://cdn.banki.ru/cdn/bank/325_mobile_logo_url.png,16.12.2025 13:39,325,3251,bank,Альфа-Банк,https://cdn.banki.ru/cdn/bank/325_mobile_logo_url.png,1326,www.alfabank.ru,8 800 200-00-00,"107078, г. Москва, ул. Каланчевская, д. 27
",alfabank,RUB,https://www.banki.ru/products/credits/credit/3272/,18.99,51.99,,30000,7500000,,365,1825,5y,5y,,cebde92bf247f0a99029998dacd8444c78b3d050daa097bc55df2c74a45e8f6c,True,2026-01-07 13:39:00,,"18,99–51,99%",,,30 000–7 500 000 ₽,4,,,,,,,,
16873,347603,credit,Пенсионный,Пенсионный,https://www.banki.ru/products/credits/credit/3476/,https://cdn.banki.ru/cdn/bank/9011_mobile_logo_url.png,12.12.2025 11:59,9011,90111,bank,Металлинвестбанк,https://cdn.banki.ru/cdn/bank/9011_mobile_logo_url.png,2440,www.metallinvestbank.ru,8 800 250-97-97,"119180, г. Москва, ул. Большая Полянка, д. 47, стр. 2",metallinvestbank,RUB,https://www.banki.ru/products/credits/credit/3476/,24.6,42.0,,30000,3000000,,183,1825,6m,5y,,883412af90814e2308bc93741995bf93c69aa867ac621b459b8d53534cbda1b3,True,2026-01-07 13:39:00,,"24,6–42%",,,30 000–3 000 000 ₽,4,,,,,,,,
17143,501003,credit,Акционный,Акционный,https://www.banki.ru/products/credits/credit/5010/,https://cdn.banki.ru/cdn/bank/189187_mobile_logo_url.png,11.12.2025 15:55,189187,1891871,bank,Солид Банк,https://cdn.banki.ru/cdn/bank/189187_mobile_logo_url.png,1329,www.solidbank.ru,8 800 775-56-06,"690091, г. Владивосток, ул. Алеутская, д. 33",solid-bank,RUB,https://www.banki.ru/products/credits/credit/5010/,21.9,33.9,,50000,1500000,,366,1825,19m,5y,,eacbc442c3dc296e1f8d8b526d4af1cd62ae660e2957252534178960670a2bf5,True,2026-01-07 13:39:00,,"21,9–33,9%",,,50 000–1 500 000 ₽,4,,,,,,,,
16958,414303,credit,Пенсионный,Пенсионный,https://www.banki.ru/products/credits/credit/4143/,https://cdn.banki.ru/cdn/bank/189187_mobile_logo_url.png,11.12.2025 15:56,189187,1891871,bank,Солид Банк,https://cdn.banki.ru/cdn/bank/189187_mobile_logo_url.png,1329,www.solidbank.ru,8 800 775-56-06,"690091, г. Владивосток, ул. Алеутская, д. 33",solid-bank,RUB,https://www.banki.ru/products/credits/credit/4143/,24.4,36.4,,30000,500000,,365,1825,1y,5y,,5e6575262d8ffe31b5733236475678e1715d613f07c546553b9a72b00ca8a780,True,2026-01-07 13:39:00,,"24,4–36,4%",,,30 000–500 000 ₽,4,,,,,,,,
17340,20074103,credit,Для сотрудников других банков (с обеспечением),Для сотрудников других банков (с обеспечением),https://www.banki.ru/products/credits/credit/200741/,https://cdn.banki.ru/cdn/bank/189187_mobile_logo_url.png,11.12.2025 16:07,189187,1891871,bank,Солид Банк,https://cdn.banki.ru/cdn/bank/189187_mobile_logo_url.png,1329,www.solidbank.ru,8 800 775-56-06,"690091, г. Владивосток, ул. Алеутская, д. 33",solid-bank,RUB,https://www.banki.ru/products/credits/credit/200741/,25.9,35.9,,50000,10000000,,365,2555,1m5y,7y,,52d8e09a84a3328e65bf5dddbe8e725294fcd9b1169fd5b5dc2e9b91a04a415f,True,2026-01-07 13:39:00,,"25,9–35,9%",,,50 000–10 000 000 ₽,4,,,,,,,,
17339,20074003,credit,Для сотрудников других банков,Для сотрудников других банков,https://www.banki.ru/products/credits/credit/200740/,https://cdn.banki.ru/cdn/bank/189187_mobile_logo_url.png,11.12.2025 16:07,189187,1891871,bank,Солид Банк,https://cdn.banki.ru/cdn/bank/189187_mobile_logo_url.png,1329,www.solidbank.ru,8 800 775-56-06,"690091, г. Владивосток, ул. Алеутская, д. 33",solid-bank,RUB,https://www.banki.ru/products/credits/credit/200740/,25.9,35.9,,50000,1000000,,365,1825,1y,5y,,3a23a0cc97c6240b165350e3c55e7a1d7520aec37178349313735bb0112e8779,True,2026-01-07 13:39:00,,"25,9–35,9%",,,50 000–1 000 000 ₽,4,,,,,,,,
16835,315003,credit,Отличное решение (с обеспечением),Отличное решение (с обеспечением),https://www.banki.ru/products/credits/credit/3150/,https://cdn.banki.ru/cdn/bank/189187_mobile_logo_url.png,11.12.2025 15:56,189187,1891871,bank,Солид Банк,https://cdn.banki.ru/cdn/bank/189187_mobile_logo_url.png,1329,www.solidbank.ru,8 800 775-56-06,"690091, г. Владивосток, ул. Алеутская, д. 33",solid-bank,RUB,https://www.banki.ru/products/credits/credit/3150/,28.9,35.9,,1000001,3000000,,365,1825,1y,5y,,491ba52c64db4183939f7263780c3c0ef5c41f67ee134d0c610b6c3c90e30ac6,True,2026-01-07 13:39:00,,"28,9–35,9%",,,1 000 001–3 000 000 ₽,4,,,,,,,,
16834,314903,credit,Отличное решение,Отличное решение,https://www.banki.ru/products/credits/credit/3149/,https://cdn.banki.ru/cdn/bank/189187_mobile_logo_url.png,11.12.2025 15:55,189187,1891871,bank,Солид Банк,https://cdn.banki.ru/cdn/bank/189187_mobile_logo_url.png,1329,www.solidbank.ru,8 800 775-56-06,"690091, г. Владивосток, ул. Алеутская, д. 33",solid-bank,RUB,https://www.banki.ru/products/credits/credit/3149/,28.9,37.9,,50000,1000000,,365,1825,1y,5y,,f6b5bd2eb053114da7344996060037353bf814e15444ad0d8d5b48948d6fe3d6,True,2026-01-07 13:39:00,,"28,9–37,9%",,,50 000–1 000 000 ₽,4,,,,,,,,
19480,20104603,credit,Залоговый (для бюджетников),Залоговый (для бюджетников),https://www.banki.ru/products/credits/credit/201046/,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,30.12.2025 19:09,190143,1901431,bank,Банк «Вологжанин»,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,1896,www.bankvl.ru,+7 (8172) 21-01-01,"160000, г. Вологда, ул. Козленская, д. 10",vologzhanin,RUB,https://www.banki.ru/products/credits/credit/201046/,22.5,31.5,,1000000,10000000,,730,2555,1m5y,7y,,3ff362bb0455cee20ba7d71bf650edcfa12d95d490403c4cee3317d69ab6361c,True,2026-01-07 13:39:00,,"22,5–31,5%",,,1 000 000–10 000 000 ₽,4,,,,,,,,
19388,452903,credit,Залоговый,Залоговый,https://www.banki.ru/products/credits/credit/4529/,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,30.12.2025 19:01,190143,1901431,bank,Банк «Вологжанин»,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,1896,www.bankvl.ru,+7 (8172) 21-01-01,"160000, г. Вологда, ул. Козленская, д. 10",vologzhanin,RUB,https://www.banki.ru/products/credits/credit/4529/,23.0,31.0,,300000,10000000,,730,2555,1m5y,7y,,88f168a4fe13e09f8ab6a8ab598e9ac9b9f40f963eef9283dbfcb3c6a9efdd61,True,2026-01-07 13:39:00,,23–31%,,,300 000–10 000 000 ₽,4,,,,,,,,
16975,422803,credit,Под залог авто,Под залог авто,https://www.banki.ru/products/credits/credit/4228/,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,30.12.2025 18:36,190143,1901431,bank,Банк «Вологжанин»,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,1896,www.bankvl.ru,+7 (8172) 21-01-01,"160000, г. Вологда, ул. Козленская, д. 10",vologzhanin,RUB,https://www.banki.ru/products/credits/credit/4228/,24.0,31.0,,300000,5000000,,730,1825,2y,5y,,4ffba2d79e10051f40df2d1f6dd794ea874615a2e2a0215e6079004855af6de9,True,2026-01-07 13:39:00,,24–31%,,,300 000–5 000 000 ₽,4,,,,,,,,
18175,20112203,credit,Лёгкий для бюджетников,Лёгкий для бюджетников,https://www.banki.ru/products/credits/credit/201122/,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,30.12.2025 18:18,190143,1901431,bank,Банк «Вологжанин»,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,1896,www.bankvl.ru,+7 (8172) 21-01-01,"160000, г. Вологда, ул. Козленская, д. 10",vologzhanin,RUB,https://www.banki.ru/products/credits/credit/201122/,24.0,29.0,,100000,1400000,,730,1825,2y,5y,,14c580df567a39ee3073a622427faff34923cb6d7670f1f34b57869d252e863f,True,2026-01-07 13:39:00,,24–29%,,,100 000–1 400 000 ₽,4,,,,,,,,
16991,437803,credit,С поручителем,С поручителем,https://www.banki.ru/products/credits/credit/4378/,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,30.12.2025 18:21,190143,1901431,bank,Банк «Вологжанин»,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,1896,www.bankvl.ru,+7 (8172) 21-01-01,"160000, г. Вологда, ул. Козленская, д. 10",vologzhanin,RUB,https://www.banki.ru/products/credits/credit/4378/,24.5,31.5,,50000,3000000,,730,1825,2y,5y,,98e189ea6b0d8c2cd989b0677056213c6ac7c2fffc8020bb49e9ed9bf372581b,True,2026-01-07 13:39:00,,"24,5–31,5%",,,50 000–3 000 000 ₽,4,,,,,,,,
17004,441403,credit,Пенсионный,Пенсионный,https://www.banki.ru/products/credits/credit/4414/,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,30.12.2025 17:32,190143,1901431,bank,Банк «Вологжанин»,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,1896,www.bankvl.ru,+7 (8172) 21-01-01,"160000, г. Вологда, ул. Козленская, д. 10",vologzhanin,RUB,https://www.banki.ru/products/credits/credit/4414/,26.0,32.0,,50000,750000,,730,1825,2y,5y,,58557c0320fc866083e47e0e9a232c8a4d35048de832e5d3b0227c06caf65fec,True,2026-01-07 13:39:00,,26–32%,,,50 000–750 000 ₽,4,,,,,,,,
16735,1603,credit,На любые цели,На любые цели,https://www.banki.ru/products/credits/credit/16/,https://cdn.banki.ru/cdn/bank/7292_mobile_logo_url.png,11.12.2025 13:44,7292,72921,bank,Московский кредитный банк (МКБ),https://cdn.banki.ru/cdn/bank/7292_mobile_logo_url.png,1978,www.mkb.ru,8 800 100-48-88,"107045, г. Москва, Луков пер., д. 2, стр. 1
",mkb,RUB,https://www.banki.ru/products/credits/credit/16/,20.7,49.8,,50000,10000000,,183,1825,6m,5y,,f99a3ae83f256234208310c148cd323a26ca7ce19aeeb920d7ddcae5fa3b7766,True,2026-01-07 13:39:00,,"20,7–49,8%",,,50 000–10 000 000 ₽,4,,,,,,,,
19314,54103,credit,Под залог недвижимости,Под залог недвижимости,https://www.banki.ru/products/credits/credit/541/,https://cdn.banki.ru/cdn/bank/191048_mobile_logo_url.png,09.12.2025 18:03,191048,1910481,bank,СЕВЕРГАЗБАНК,https://cdn.banki.ru/cdn/bank/191048_mobile_logo_url.png,2816,www.severgazbank.ru,8 800 700-25-52,"160001, г. Вологда, ул. Благовещенская, д. 3
",severgazbank,RUB,https://www.banki.ru/products/credits/credit/541/,22.8,24.8,,500000,5000000,,365,7300,1y,20y,,8cd9e9bc506ee037c664a3a4b368249e08e133319f907144643c09d41283b00c,True,2026-01-07 13:39:00,,"22,8–24,8%",,,500 000–5 000 000 ₽,4,,,,,,,,
17232,516103,credit,Доступный,Доступный,https://www.banki.ru/products/credits/credit/5161/,https://cdn.banki.ru/cdn/bank/191048_mobile_logo_url.png,09.12.2025 17:57,191048,1910481,bank,СЕВЕРГАЗБАНК,https://cdn.banki.ru/cdn/bank/191048_mobile_logo_url.png,2816,www.severgazbank.ru,8 800 700-25-52,"160001, г. Вологда, ул. Благовещенская, д. 3
",severgazbank,RUB,https://www.banki.ru/products/credits/credit/5161/,29.4,30.9,,50000,2500000,,397,1825,13m,5y,,e779897cb00a83442af787ff3a9fb7faaea441f3918a88e3171eb498b4643209,True,2026-01-07 13:39:00,,"29,4–30,9%",,,50 000–2 500 000 ₽,4,,,,,,,,
16990,437703,credit,Лёгкий,Лёгкий,https://www.banki.ru/products/credits/credit/4377/,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,10.11.2025 18:38,190143,1901431,bank,Банк «Вологжанин»,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,1896,www.bankvl.ru,+7 (8172) 21-01-01,"160000, г. Вологда, ул. Козленская, д. 10
",vologzhanin,RUB,https://www.banki.ru/products/credits/credit/4377/,26.0,33.0,,50000,1000000,,730,1825,2y,5y,,21a73656d78e24db6f0f68353e8374fd3726f9aa26e9a8d785e909e48c387284,True,2026-01-07 13:39:00,,26–33%,,,50 000–1 000 000 ₽,4,,,,,,,,
17276,522703,credit,Догазификация,Догазификация,https://www.banki.ru/products/credits/credit/5227/,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,16.12.2025 17:09,190143,1901431,bank,Банк «Вологжанин»,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,1896,www.bankvl.ru,+7 (8172) 21-01-01,"160000, г. Вологда, ул. Козленская, д. 10
",vologzhanin,RUB,https://www.banki.ru/products/credits/credit/5227/,3.25,26.5,,50000,300000,,31,1825,1m,5y,,7e203e6e8b8a6ff420dc09071fbcb1756898d4651e4501d151705c7a017e074e,True,2026-01-07 13:39:00,,"3,25–26,5%",,,50 000–300 000 ₽,4,,,,,,,,
19480,20104603,credit,Залоговый (для бюджетников),Залоговый (для бюджетников),https://www.banki.ru/products/credits/credit/201046/,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,16.12.2025 17:29,190143,1901431,bank,Банк «Вологжанин»,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,1896,www.bankvl.ru,+7 (8172) 21-01-01,"160000, г. Вологда, ул. Козленская, д. 10
",vologzhanin,RUB,https://www.banki.ru/products/credits/credit/201046/,24.0,33.0,,1000000,10000000,,730,2555,1m5y,7y,,fffe7ee84de669bf62bcc7d282f769bb686eada543e328692aa32a4388fdcf95,True,2026-01-07 13:39:00,,24–33%,,,1 000 000–10 000 000 ₽,4,,,,,,,,
19388,452903,credit,Залоговый,Залоговый,https://www.banki.ru/products/credits/credit/4529/,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,16.12.2025 17:38,190143,1901431,bank,Банк «Вологжанин»,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,1896,www.bankvl.ru,+7 (8172) 21-01-01,"160000, г. Вологда, ул. Козленская, д. 10
",vologzhanin,RUB,https://www.banki.ru/products/credits/credit/4529/,25.0,35.0,,300000,10000000,,730,2555,1m5y,7y,,c3e07a72c889658bf49261054142d099d32dd5b96fcaa1b897cb4493b0408080,True,2026-01-07 13:39:00,,25–35%,,,300 000–10 000 000 ₽,4,,,,,,,,
16975,422803,credit,Под залог авто,Под залог авто,https://www.banki.ru/products/credits/credit/4228/,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,16.12.2025 17:20,190143,1901431,bank,Банк «Вологжанин»,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,1896,www.bankvl.ru,+7 (8172) 21-01-01,"160000, г. Вологда, ул. Козленская, д. 10
",vologzhanin,RUB,https://www.banki.ru/products/credits/credit/4228/,25.0,33.0,,300000,5000000,,730,1825,2y,5y,,59f44149a5c568769b3e869c70c42a145c281140abdb22d6fc886c14c7f88ae5,True,2026-01-07 13:39:00,,25–33%,,,300 000–5 000 000 ₽,4,,,,,,,,
18175,20112203,credit,Лёгкий для бюджетников,Лёгкий для бюджетников,https://www.banki.ru/products/credits/credit/201122/,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,16.12.2025 17:13,190143,1901431,bank,Банк «Вологжанин»,https://cdn.banki.ru/cdn/bank/190143_mobile_logo_url.png,1896,www.bankvl.ru,+7 (8172) 21-01-01,"160000, г. Вологда, ул. Козленская, д. 10
",vologzhanin,RUB,https://www.banki.ru/products/credits/credit/201122/,25.0,30.0,,100000,1400000,,730,1825,2y,5y,,6fd6b8172d5073104c6b08c60fa5fea80c8579dbebe2c952a8721c4a2dd8f93c,True,2026-01-07 13:39:00,,25–30%,,,100 000–1 400 000 ₽,4,,,,,,,,
